customer_id,signup_date,segment,region
C00599,"January 18, 2022",enterprise,north
C00600,2022-04-20,smb,south
C00601,2022-04-18T05:48:00Z,enterprise,south
C00602,2022-01-17,smb,west
C00603,"August 5, 2022",smb,west
C00604,2022-06-01T16:26:00Z,enterprise,south
C00605,12/03/2022,enterprise,east
C00606,24/01/2022,consumer,north
C00607,02/12/2022,consumer,west
C00608,2022-02-26,enterprise,east
C00609,"May 26, 2022",smb,west
C00610,"May 9, 2022",enterprise,south
C00611,2022-08-17T08:28:00Z,consumer,south
C00612,18/01/2022,consumer,south
C00613,2022-05-27T04:01:00Z,smb,east
C00614,01/02/2022,enterprise,south
C00615,2022-04-09,enterprise,south
C00616,2022-05-23T08:17:00Z,smb,east
C00617,"January 25, 2022",smb,south
C00618,2022-04-24T09:04:00Z,consumer,east
C00619,2022-02-10,smb,east
C00620,25/09/2022,enterprise,east
C00621,2022-11-09,enterprise,east
C00622,"April 24, 2022",smb,south
C00623,18/04/2022,smb,east
C00624,"December 17, 2022",smb,north
C00625,2022-02-26T14:43:00Z,smb,south
C00626,2022-03-11,smb,south
C00627,2022-12-10,consumer,north
C00628,"August 13, 2022",enterprise,east
C00629,"January 19, 2022",enterprise,south
C00630,2022-02-02T02:48:00Z,consumer,east
C00631,"May 6, 2022",smb,east
C00632,24/12/2022,smb,west
C00633,2022-07-07,consumer,south
C00634,26/04/2022,enterprise,south
C00635,2022-02-18,enterprise,west
C00636,2022-10-25T12:35:00Z,consumer,north
C00637,2022-05-20T14:32:00Z,smb,south
C00638,"May 26, 2022",smb,south
C00639,"February 10, 2022",enterprise,north
C00640,2022-08-03,consumer,east
C00641,2022-01-01T00:45:00Z,consumer,south
C00642,2022-11-16T09:36:00Z,smb,south
C00643,2022-12-07,smb,west
C00644,"January 3, 2022",consumer,east
C00645,19/07/2022,enterprise,east
C00646,15/11/2022,enterprise,east
C00647,12/08/2022,smb,south
C00648,2022-03-13,enterprise,north
C00649,"January 6, 2022",consumer,south
C00650,2022-12-21T14:28:00Z,enterprise,east
C00651,2022-04-12T01:40:00Z,smb,east
C00652,2022-03-25,consumer,south
C00653,2022-10-01T19:32:00Z,enterprise,west
C00654,2022-04-18T18:35:00Z,consumer,east
C00655,2022-04-06T05:31:00Z,enterprise,west
C00656,2022-07-21,smb,north
C00657,2022-11-01,consumer,west
C00658,2022-10-04T01:26:00Z,smb,west
C00659,2022-02-14,enterprise,north
C00660,2022-12-02,consumer,south
C00661,"December 20, 2022",enterprise,north
C00662,"April 10, 2022",enterprise,east
C00663,2022-07-25,enterprise,north
C00664,2022-09-06T01:02:00Z,consumer,west
C00665,2022-04-16,enterprise,east
C00666,2022-02-07,consumer,north
C00667,2022-03-08,smb,east
C00668,2022-03-06T03:56:00Z,smb,north
C00669,2022-12-04T23:50:00Z,consumer,east
C00670,01/03/2022,consumer,west
C00671,2022-07-17,consumer,east
C00672,2022-05-28,consumer,north
C00673,2022-04-20,consumer,south
C00674,"April 26, 2022",enterprise,west
C00675,"March 12, 2022",enterprise,north
C00676,2022-06-25T08:07:00Z,consumer,west
C00677,10/05/2022,enterprise,east
C00678,"June 10, 2022",smb,east
C00679,2022-09-04,enterprise,east
C00680,14/12/2022,consumer,north
C00681,"August 12, 2022",smb,west
C00682,2022-12-14,enterprise,north
C00683,"November 12, 2022",smb,south
C00684,21/01/2022,smb,north
C00685,14/03/2022,smb,east
C00686,2022-04-13T06:21:00Z,enterprise,east
C00687,2022-12-25,consumer,east
C00688,"April 28, 2022",smb,north
C00689,23/11/2022,enterprise,north
C00690,2022-08-10T19:06:00Z,enterprise,west
C00691,2022-06-07,enterprise,north
C00692,2022-05-27,consumer,south
C00693,03/06/2022,smb,north
C00694,18/12/2022,smb,south
C00695,01/11/2022,smb,north
C00696,2022-05-11T10:30:00Z,enterprise,east
C00697,"January 9, 2022",consumer,north
C00698,2022-12-01,enterprise,south
C00699,07/01/2022,smb,west
C00700,2022-11-18,enterprise,east
C00701,2022-07-03,smb,west
C00702,"August 5, 2022",smb,west
C00703,06/07/2022,consumer,west
C00704,2022-02-10,smb,west
C00705,"June 20, 2022",consumer,south
C00706,"February 6, 2022",smb,east
C00707,06/04/2022,enterprise,west
C00708,2022-11-03,consumer,west
C00709,2022-03-03,consumer,west
C00710,2022-11-12T10:42:00Z,enterprise,south
C00711,2022-01-19,consumer,south
C00712,17/11/2022,consumer,east
C00713,17/09/2022,consumer,east
C00714,2022-03-21,enterprise,west
C00715,13/11/2022,enterprise,east
C00716,"June 20, 2022",consumer,north
C00717,2022-12-25T21:03:00Z,consumer,north
C00718,2022-09-12T21:48:00Z,consumer,west
C00719,2022-11-22,consumer,west
C00720,2022-09-11,enterprise,north
C00721,2022-05-27,enterprise,north
C00722,2022-03-14,consumer,north
C00723,2022-07-26,enterprise,north
C00724,17/12/2022,smb,west
C00725,2022-08-19T09:10:00Z,smb,west
C00726,11/04/2022,enterprise,south
C00727,2022-03-08,enterprise,north
C00728,2022-07-14T01:09:00Z,smb,south
C00729,2022-06-18T08:37:00Z,smb,north
C00730,24/10/2022,enterprise,south
C00731,2022-07-05T22:38:00Z,enterprise,east
C00732,"June 4, 2022",smb,north
C00733,2022-11-14T21:08:00Z,consumer,west
C00734,"February 11, 2022",consumer,west
C00735,15/11/2022,enterprise,west
C00736,2022-05-22T20:52:00Z,smb,west
C00737,24/09/2022,smb,east
C00738,"October 12, 2022",smb,south
C00739,2022-03-02,consumer,north
C00740,2022-07-04,consumer,west
C00741,2022-09-14T16:24:00Z,enterprise,south
C00742,26/11/2022,smb,south
C00743,"April 13, 2022",smb,south
C00744,14/10/2022,smb,west
C00745,15/03/2022,consumer,south
C00746,2022-05-05,smb,north
C00747,2022-06-19,consumer,west
C00748,"May 17, 2022",smb,north
C00749,2022-08-09,consumer,south
C00750,"November 19, 2022",enterprise,north
C00751,2022-09-01,smb,east
C00752,04/07/2022,consumer,north
C00753,2022-10-15T06:31:00Z,smb,east
C00754,06/08/2022,enterprise,north
C00755,22/11/2022,smb,east
C00756,2022-10-15,enterprise,east
C00757,2022-03-04,smb,south
C00758,2022-04-06,smb,north
C00759,2022-03-19,smb,north
C00760,15/03/2022,consumer,north
C00761,14/04/2022,smb,west
C00762,2022-02-10T04:25:00Z,consumer,west
C00763,20/05/2022,enterprise,west
C00764,"September 22, 2022",enterprise,east
C00765,2022-01-01,smb,south
C00766,09/02/2022,smb,east
C00767,2022-03-05T23:21:00Z,consumer,north
C00768,2022-09-25,enterprise,north
C00769,03/04/2022,consumer,south
C00770,2022-02-16T17:08:00Z,consumer,south
C00771,2022-08-05,consumer,east
C00772,2022-02-02,smb,south
C00773,"January 16, 2022",enterprise,north
C00774,22/02/2022,enterprise,east
C00775,20/12/2022,consumer,south
C00776,06/12/2022,consumer,north
C00777,"March 22, 2022",consumer,east
C00778,2022-11-10,consumer,north
C00779,2022-10-06T10:03:00Z,consumer,west
C00780,"May 27, 2022",smb,south
C00781,2022-06-27T16:49:00Z,consumer,west
C00782,"January 23, 2022",consumer,east
C00783,2022-04-16,enterprise,south
C00784,22/03/2022,smb,south
C00785,07/12/2022,smb,east
C00786,"October 6, 2022",enterprise,south
C00787,"February 12, 2022",enterprise,south
C00788,03/05/2022,enterprise,west
C00789,"October 12, 2022",consumer,north
C00790,15/02/2022,smb,north
C00791,"May 22, 2022",smb,west
C00792,"December 15, 2022",enterprise,west
C00793,04/09/2022,consumer,east
C00794,"October 27, 2022",smb,east
C00795,"July 2, 2022",consumer,south
C00796,2022-04-21,smb,south
C00797,22/09/2022,smb,south
C00798,"February 15, 2022",consumer,north
C00799,2022-08-23T22:04:00Z,smb,south
C00800,"March 13, 2022",consumer,west
C00801,27/12/2022,consumer,north
C00802,2022-08-12,consumer,east
C00803,28/01/2022,smb,east
C00804,2022-12-05,enterprise,west
C00805,2022-11-25,smb,south
C00806,"July 19, 2022",consumer,west
C00807,"January 16, 2022",consumer,north
C00808,"November 20, 2022",smb,west
C00809,2022-03-21T06:21:00Z,consumer,east
C00810,2022-04-13,smb,west
C00811,"April 15, 2022",consumer,south
C00812,06/09/2022,smb,east
C00813,2022-02-18,consumer,east
C00814,"March 9, 2022",consumer,east
C00815,2022-08-18,smb,south
C00816,2022-02-14T10:10:00Z,smb,south
C00817,2022-02-11T20:44:00Z,consumer,west
C00818,2022-05-13,smb,east
C00819,"April 27, 2022",smb,east
C00820,04/08/2022,enterprise,south
C00821,2022-05-03,consumer,south
C00822,2022-09-26T01:59:00Z,consumer,south
C00823,2022-02-02,enterprise,south
C00824,25/12/2022,smb,south
C00825,2022-05-02T19:36:00Z,smb,east
C00826,2022-03-24,consumer,west
C00827,2022-02-15T18:25:00Z,enterprise,south
C00828,11/03/2022,consumer,west
C00829,2022-01-20,enterprise,west
C00830,"June 15, 2022",enterprise,west
C00831,2022-10-13,smb,north
C00832,13/12/2022,consumer,west
C00833,"September 3, 2022",smb,north
C00834,2022-08-08,smb,east
C00835,2022-04-22,consumer,north
C00836,28/03/2022,enterprise,west
C00837,2022-06-14,consumer,north
C00838,"October 21, 2022",enterprise,east
C00839,10/02/2022,consumer,north
C00840,2022-09-07,smb,north
C00841,2022-07-06,consumer,south
C00842,2022-11-04T11:25:00Z,enterprise,west
C00843,"February 5, 2022",smb,south
C00844,"March 26, 2022",consumer,north
C00845,09/11/2022,smb,west
C00846,2022-07-02,smb,east
C00847,2022-09-22T18:57:00Z,consumer,west
C00848,"July 26, 2022",enterprise,west
C00849,15/07/2022,enterprise,west
C00850,2022-10-28T11:23:00Z,consumer,west
C00851,03/10/2022,smb,west
C00852,14/02/2022,smb,south
C00853,2022-03-15,consumer,east
C00854,2022-04-26,smb,east
C00855,2022-02-13,smb,east
C00856,2022-04-22T22:43:00Z,smb,north
C00857,06/05/2022,enterprise,west
C00858,2022-09-10T02:13:00Z,enterprise,east
C00859,13/05/2022,enterprise,south
C00860,2022-05-14,enterprise,north
C00861,"January 14, 2022",consumer,east
C00862,"February 4, 2022",enterprise,north
C00863,26/07/2022,smb,west
C00864,10/11/2022,enterprise,east
C00865,02/04/2022,consumer,west
C00866,2022-06-19,smb,east
C00867,21/11/2022,consumer,south
C00868,2022-08-20,smb,west
C00869,2022-07-22T07:15:00Z,smb,south
C00870,27/12/2022,consumer,west
C00871,07/06/2022,consumer,south
C00872,2022-01-18,consumer,south
C00873,"December 5, 2022",smb,south
C00874,2022-04-23T16:06:00Z,consumer,north
C00875,2022-05-25,enterprise,west
C00876,28/01/2022,consumer,east
C00877,2022-04-10T14:10:00Z,enterprise,north
C00878,10/06/2022,smb,north
C00879,2022-03-03,consumer,west
C00880,2022-01-23,smb,north
C00881,02/11/2022,enterprise,north
C00882,2022-02-05T07:21:00Z,consumer,north
C00883,15/03/2022,consumer,west
C00884,"August 1, 2022",enterprise,west
C00885,24/10/2022,enterprise,west
C00886,2022-12-24,enterprise,south
C00887,2022-06-25,smb,east
C00888,2022-10-20,enterprise,west
C00889,2022-08-02,consumer,north
C00890,"March 6, 2022",consumer,east
C00891,2022-03-03T23:54:00Z,consumer,north
C00892,2022-11-08,smb,south
C00893,"April 1, 2022",enterprise,north
C00894,2022-04-24T02:48:00Z,consumer,south
C00895,2022-08-25T10:24:00Z,smb,south
C00896,2022-07-20T04:32:00Z,enterprise,east
C00897,2022-04-09T18:21:00Z,smb,south
C00898,2022-11-25,enterprise,south
C00899,2022-04-17T09:52:00Z,enterprise,south
C00900,2022-01-13T04:25:00Z,enterprise,south
