transaction_id,customer_id,order_date,amount,quantity,channel
T001784, C00141 ,11/01/2024,252.87,5,in-store
T001237,C00294,28/01/2024,$66.16,4,In-Store
T003997,C00700,20/09/2024, 134.56 ,4,In-Store
T004696,C00135,2024-05-22,$52.65,2,Mobile
T002654,C00876,"April 18, 2024",155.01,2,Mobile
T001541,C00562,21/03/2024, 109.08 ,3,WEB 
T007831,C00865,2024-02-24,$43.19,N/A,Mobile
T000322,C00519,22/01/2024, 116.96 ,1,web
T004085,C00324,"June 24, 2024",$207.05,5,Mobile
T007977, C00411 ,2024-08-19, 49.65 ,2,In-Store
T004074,C00150,2024-04-20,$188.95,1,web
T005734,C00635,2024-07-25T00:18:00Z,217.35,3,web
T007620,C00629,"August 13, 2024",$232.00,5,WEB 
T003321, C00223 ,2024-12-26,$50.63,1, mobile
T004509,C00682,"October 7, 2024",$117.39,4,WEB 
T005444,C00551,2024-10-20T02:33:00Z, 84.95 ,3,Web
T000207,C00706,2024-05-28, 156.33 ,1,Web
T005565, C00227 ,05/08/2024,181.89,2,in-store
T004320,C00358,2024-07-11T13:26:00Z,159.42,2, mobile
T006369,C00616,27/02/2024,$181.61,5,WEB 
T003236,C00336,"January 13, 2024",$151.29,null,WEB 
T001816,C00535,"March 16, 2024", 110.82 ,3,web
T007635,C00306,2024-02-22T07:21:00Z,$194.34,4,Web
T006991,C00032,2024-10-21, 49.96 ,1, mobile
T004262,C00702,2024-03-18T22:18:00Z,179.08,5,web
T006074,C00005,"July 7, 2024", 152.42 ,4,WEB 
T006962,C00224,2024-01-10,153.99,3, mobile
T000500,C00175,2024-11-19T08:49:00Z,173.41,4,In-Store
T000164,C00458,"August 10, 2024",5.28,3,in-store
T006688,C00703,"November 17, 2024", 115.10 ,3,In-Store
T007277,C00758,20/07/2024,188.78,4,WEB 
T000385,C00073,2024-10-04,84.04,5,in-store
T006473,C00040,2024-02-07T01:20:00Z, 180.66 ,3,in-store
T000766,C00731,12/06/2024, 116.77 ,3,WEB 
T007037,C00863,"January 25, 2024",1.00,4,WEB 
T004274,C00851,02/09/2024,$14.48,4,Web
T000742, C00289 ,01/09/2024,124.93,5, mobile
T003688,C00330,03/10/2024, 106.37 ,2,Web
T004719,C00832,2024-07-03,$59.40,3,In-Store
T006271,C00513,"March 14, 2024",$70.09,1,Web
T001419, C00509 ,2024-01-07,$69.64,3,in-store
T000769,C00305,"August 1, 2024",98.18,5, mobile
T000299,C00824,09/08/2024,234.62,5,web
T000686,C00250,18/09/2024, 113.07 ,5,Mobile
T005405,C00338,"June 24, 2024",$136.98,3,in-store
T000507, C00442 ,"May 16, 2024",130.16,3,In-Store
T006813,C00078,27/08/2024, 153.09 ,5,In-Store
T007725,C00741,07/09/2024, 49.84 ,3, mobile
T001730,C00146,2024-03-06T10:51:00Z,75.44,3,In-Store
T000723,C00805,2024-09-28T22:20:00Z, 150.10 ,4,WEB 
T005754,C00133,20/01/2024, 109.25 ,3,in-store
T003600,C00344,"December 11, 2024", 195.19 ,4,WEB 
T002331,C00629,"May 5, 2024",$77.41,1, mobile
T004774,C00763,"August 5, 2024",1.00,2,in-store
T004303,C00603,2024-06-18,31.40,5,Mobile
T004025,C00499,2024-01-01T09:39:00Z, 207.26 ,4,WEB 
T004585,C00826,2024-09-25T11:13:00Z,$116.66,1,Mobile
T002346,C00135,2024-07-28T15:49:00Z,165.99,3,WEB 
T000911,C00872,2024-09-07, 123.20 ,4,Web
T002272,C00628,2024-05-20,$129.31,3,Mobile
T001296,C00695,10/06/2024, 163.42 ,3, mobile
T007016,C00072,2024-05-04T07:03:00Z,$163.67,5,In-Store
T005688, C00613 ,"October 19, 2024",177.12,3,WEB 
T003237, C00437 ,2024-09-01,$75.75,4,Web
T007070,C00299,"September 2, 2024", 87.04 ,5,web
T000999,C00526,"February 21, 2024",47.37,5,web
T004164,C00561,15/06/2024,$78.19,5,In-Store
T007407,C00270,2024-06-08T19:59:00Z,$160.60,5,In-Store
T000471,C00193,"January 24, 2024",$147.15,null,web
T007109,C00664,"May 10, 2024", 35.06 ,3,Web
T002251,C00878,"March 16, 2024",107.53,4, mobile
T007467,C00260,14/03/2024, 62.21 ,1,Mobile
T007708,C00069,09/02/2024,137.81,1, mobile
T006292,C00386,2024-10-28T04:59:00Z,82.32,3, mobile
T002252, C00020 ,"October 18, 2024",96.63,1,In-Store
T000291, C00696 ,21/12/2024, 36.11 ,3,WEB 
T006739,C00744,02/01/2024,51.08,5,in-store
T005757,C00652,2024-11-14,$48.81,4,In-Store
T003617, C00088 ,2024-11-12,91.67,4,in-store
T006787,C00845,14/07/2024,81.54,5, mobile
T006340,C00418,"June 3, 2024",143.96,3,Web
T007718, C00260 ,2024-06-25T01:04:00Z,$103.23,5, mobile
T007379,C00002,2024-02-24T04:15:00Z,123.15,5, mobile
T003927,C00514,"March 27, 2024", 218.29 ,4,In-Store
T001129,C00218,"December 6, 2024",$98.44,5,in-store
T007371,C00567,2024-11-01, 86.59 ,1,Web
T001686, C00063 ,2024-04-05T11:41:00Z,89.88,3,In-Store
T006347, C00225 ,2024-01-14T14:09:00Z,$14.69,5,In-Store
T000754,C00199,06/10/2024, 188.77 ,2,web
T004455,C00332,"December 18, 2024",$88.94,1,WEB 
T000787,C00633,"January 17, 2024",$132.48,2,web
T005957,C00326,"December 5, 2024",$91.95,4,In-Store
T005990,C00789,2024-08-08T16:34:00Z, 178.36 ,4,WEB 
T002837,C00675,2024-12-22T22:22:00Z,$179.40,5, mobile
T000017,C00731,"November 20, 2024", 111.90 ,3, mobile
T007868,C00290,2024-02-15,$114.68,1,web
T000233, C00877 ,2024-09-01T04:43:00Z,95.04,3,web
T007882,C00559,"June 6, 2024",$42.43,4, mobile
T004140,C00893,2024-02-27T06:02:00Z, 59.37 ,2,in-store
T000887,C00605,2024-10-11, 121.81 ,2,in-store
T004136,C00253,"October 28, 2024", 151.63 ,4,Web
T005946,C00324,17/02/2024,185.75,3, mobile
T004003,C00276,01/06/2024,$183.77,1,in-store
T005401,C00747,2024-01-16T10:44:00Z, 86.66 ,5, mobile
T001778,C00593,"June 25, 2024",32.69,,In-Store
T001368,C00302,"August 2, 2024",143.89,2,Mobile
T007729,C00099,"January 15, 2024",98.57,1,In-Store
T006223,C00309,2024-03-27T17:23:00Z,$130.96,2,Mobile
T004301,C00860,12/01/2024,$79.13,2,Web
T006154,C00714,2024-03-19, 47.86 ,4,Mobile
T003654,C00553,05/07/2024, 214.68 ,3,WEB 
T001281,C00405,"January 25, 2024",195.90,1,web
T007917,C00295,2024-04-11T13:50:00Z, 135.07 ,3, mobile
T000423,C00586,2024-10-14,84.16,1,in-store
T006201,C00718,"January 6, 2024",147.78,3, mobile
T003205,C00775,2024-06-13T12:48:00Z,176.66,2,in-store
T002350,C00323,2024-05-11,111.84,3,web
T000683,C00251,2024-08-19T10:27:00Z,8.44,3,web
T005049,C00690,03/09/2024,38.91,1,WEB 
T007009,C00831,"June 16, 2024",$202.37,4,web
T001729,C00035,2024-05-18,232.53,1,web
T001439,C00643,2024-05-24, 13.39 ,2,in-store
T003851,C00568,"June 10, 2024", 103.20 ,3,WEB 
T000594,C00142,"February 12, 2024",123.32,2, mobile
T003412,C00724,2024-08-10T04:03:00Z,$156.27,2, mobile
T003097, C00445 ,"June 3, 2024",$176.42,4,WEB 
T003977,C00304,2024-02-19,101.69,1,Web
T004441,C00597,"October 7, 2024",$51.26,3,in-store
T002755,C00194,"April 5, 2024", 85.39 ,4, mobile
T005261,C00780,2024-10-12, 72.54 ,1,In-Store
T007754, C00452 ,2024-07-27,81.32,5,web
T000002,C00464,16/07/2024,72.86,1,In-Store
T005128,C00425,2024-06-04T10:00:00Z, 124.83 ,4,in-store
T004337,C00795,"January 22, 2024", 116.23 ,5,Web
T004732,C00524,"August 13, 2024", 19.35 ,2,WEB 
T003089,C00110,2024-08-07,34.46,3,Web
T002941,C00412,2024-07-04, 4.66 ,4,in-store
T002183,C00314,20/10/2024,$154.03,4,Web
T003557,C00291,2024-09-13T15:11:00Z,$151.20,3,WEB 
T004206,C00387,2024-11-08T04:10:00Z,92.30,3,In-Store
T007203,C00167,2024-03-03, 185.75 ,5,in-store
T003430,C00126,"February 5, 2024", 100.31 ,5,in-store
T000199,C00340,"April 23, 2024",$77.96,1,web
T007003,C00402,2024-05-08T21:01:00Z,172.29,5,Mobile
T003419,C00830,2024-02-21, 72.40 ,4,WEB 
T002471, C00025 ,2024-03-26T13:08:00Z,55.18,5,Mobile
T007608,C00186,07/03/2024,141.30,2,WEB 
T000581,C00867,2024-05-10T04:34:00Z, 85.90 ,2,web
T001070, C00617 ,2024-11-08T04:41:00Z,147.20,1,WEB 
T006851,C00859,2024-12-09T03:34:00Z,64.04,1,web
T003095,C00700,"October 28, 2024", 1.00 ,3,WEB 
T000497,C00843,01/10/2024, 222.19 ,N/A,in-store
T001315,C00244,"June 7, 2024", 249.51 ,3,WEB 
T005103,C00833,2024-07-19T03:00:00Z, 187.79 ,3,In-Store
T001824,C00727,2024-09-07,114.94,1, mobile
T000395,C00257,"June 22, 2024", 100.61 ,2,Web
T002830,C00515,2024-08-14,88.65,2,web
T006552,C00366,2024-10-20,86.97,3,Web
T006630,C00021,13/11/2024,$154.79,4,WEB 
T005524,C00470,2024-09-04T23:16:00Z,$1.00,1,Web
T004646,C00827,18/12/2024,$96.86,  ,web
T004922,C00018,2024-07-08T11:00:00Z, 72.03 ,1, mobile
T003208,C00215,"February 5, 2024",24.61,5,Mobile
T006283,C00274,04/04/2024,74.83,1,WEB 
T007705,C00529,"July 21, 2024", 46.40 ,2, mobile
T002400,C00284,02/06/2024,192.16,2,web
T007572,C00487,2024-09-14T11:04:00Z, 160.85 ,4,WEB 
T001052,C00415,2024-10-11, 81.64 ,2,in-store
T004953,C00427,2024-12-05T13:25:00Z, 111.02 ,1, mobile
T007871,C00108,18/02/2024,45.29,1,WEB 
T004404, C00211 ,11/11/2024,$1.00,1,Web
T000052,C00645,2024-03-13T18:48:00Z, 214.33 ,2,In-Store
T002153,C00392,18/02/2024,$145.92,5, mobile
T007129,C00063,2024-10-14,146.52,1,In-Store
T000710,C00417,2024-10-25,24.35,5,WEB 
T007130,C00475,"January 11, 2024",$141.16,5,In-Store
T004162,C00722,20/12/2024,$20.61,3,In-Store
T002616,C00700,2024-12-24T13:24:00Z,$116.81,5,WEB 
T006086,C00527,2024-09-22, 167.71 ,NA,Mobile
T007030,C00330,"March 20, 2024", 189.60 ,4,in-store
T006082,C00460,2024-09-21T08:10:00Z,$1.23,2,Mobile
T005993,C00470,2024-02-19T00:25:00Z,$83.36,5,WEB 
T006554,C00127,2024-05-07,90.18,5,in-store
T005602,C00136,"October 17, 2024", 60.23 ,4,WEB 
T002905,C00351,2024-09-12T19:11:00Z,1.00,4,WEB 
T005097,C00863,12/01/2024, 142.02 ,5,Web
T006367,C00193,2024-05-17, 75.09 ,NA,web
T005040,C00783,15/04/2024,$143.12,2,Mobile
T004023,C00078,17/10/2024,$76.72,2,WEB 
T002315,C00625,"November 2, 2024",$72.27,3,WEB 
T004609,C00194,"June 8, 2024",85.57,4,Web
T007309,C00033,"March 18, 2024", 182.59 ,3,web
T005190,C00779,"July 13, 2024",$90.95,4,web
T004318,C00188,28/12/2024,$1.00,1,In-Store
T005580,C00166,"September 1, 2024",85.73,4,in-store
T003619,C00040,2024-01-17T23:06:00Z,$109.58,1,Web
T003752,C00368,2024-07-27,$141.08,4,web
T005094,C00065,2024-10-13T11:08:00Z,$37.09,5,In-Store
T002382,C00712,"October 10, 2024",200.69,N/A,Web
T002846,C00226,2024-10-15T08:42:00Z, 199.27 ,5,Mobile
T002370,C00810,"December 23, 2024",$241.55,1,Mobile
T004943, C00144 ,03/10/2024,$112.39,3,WEB 
T005089,C00652,03/10/2024, 80.68 ,3,WEB 
T004210,C00542,"June 2, 2024",$225.21,4,Mobile
T004507,C00031,2024-11-12,$66.51,4,In-Store
T003810,C00348,2024-12-28,$3.33,4,Mobile
T002537,C00391,2024-02-10T14:11:00Z,122.97,2,In-Store
T005518,C00724,"March 21, 2024", 138.88 ,, mobile
T002127,C00877,"July 20, 2024",99.47,4,Mobile
T004523,C00551,02/12/2024, 111.87 ,3,in-store
T002527,C00645,2024-10-01T05:50:00Z,$97.56,2,web
T006190,C00782,2024-03-21,166.02,5,Mobile
T007579,C00394,"July 23, 2024", 4.72 ,4,WEB 
T006560,C00527,2024-12-16,123.97,3,web
T002398, C00362 ,2024-03-24, 176.35 ,4, mobile
T006065,C00660,"February 6, 2024", 154.61 ,4, mobile
T003762,C00887,2024-07-28T21:02:00Z,56.43,3,WEB 
T006641,C00644,2024-03-16,$53.89,3,Web
T007540,C00361,2024-05-04, 1.00 ,2,WEB 
T001631,C00895,2024-07-19T08:14:00Z,114.78,2,web
T007898,C00061,2024-10-04T11:21:00Z,$171.24,5, mobile
T002974, C00036 ,"March 6, 2024",$17.01,5,WEB 
T006019,C00777,2024-08-15,$73.81,4, mobile
T000733,C00644,"January 25, 2024", 181.94 ,4,Mobile
T007792,C00890,16/05/2024, 90.97 ,5, mobile
T006388,C00599,"September 14, 2024",$108.98,1,in-store
T004367,C00238,2024-01-06T05:28:00Z,249.24,4,WEB 
T001012,C00436,2024-05-23, 50.93 ,4, mobile
T002652,C00296,20/11/2024, 145.36 ,3,web
T001092,C00581,2024-06-02T02:10:00Z,112.99,3,WEB 
T000811,C00004,01/05/2024,$73.00,3,Web
T001155,C00329,"March 5, 2024", 180.73 ,2,WEB 
T000119,C00353,2024-09-14T03:16:00Z, 35.87 ,1,In-Store
T004693,C00452,2024-07-28T18:09:00Z,$187.79,5,WEB 
T005696, C00236 ,2024-12-21T20:56:00Z,203.26,1,Web
T007791,C00804,17/08/2024, 131.14 ,5,Mobile
T006445,C00080,2024-03-21, 1.00 ,1,Mobile
T000197,C00403,"February 11, 2024",$200.42,5,web
T003343,C00473,18/11/2024,76.44,2, mobile
T006631, C00450 ,2024-06-18,101.78,3,In-Store
T005759,C00501,2024-11-27,$151.56,4,in-store
T003055,C00547,11/03/2024,$56.97,5,in-store
T001980,C00140,2024-10-07T17:41:00Z,116.66,4,Web
T006938,C00573,"May 2, 2024",$177.37,2,web
T006193, C00698 ,2024-12-19T23:49:00Z,144.49,5,in-store
T004453,C00599,23/04/2024,$160.78,5,in-store
T004222,C00310,2024-05-19,$1.00,1,Web
T006510,C00046,2024-09-14T15:39:00Z,$126.22,4,In-Store
T002721,C00577,16/04/2024,$67.50,5,in-store
T002521,C00108,2024-12-25T21:11:00Z,135.48,2,WEB 
T005574,C00641,23/08/2024, 99.98 ,1,web
T001591,C00263,"May 15, 2024",$201.71,4,in-store
T004110, C00244 ,2024-08-19, 174.18 ,1,WEB 
T000979,C00427,2024-06-15,$152.14,2,web
T002371,C00636,17/11/2024, 167.20 ,3,WEB 
T005194,C00494,"May 2, 2024", 130.97 ,5,web
T006181,C00698,"November 19, 2024",$121.81,4,Web
T006482,C00536,2024-05-21T14:24:00Z,$128.20,4,WEB 
T003245,C00883,12/07/2024,$157.08,4, mobile
T000246,C00686,"March 6, 2024", 101.19 ,5, mobile
T006680,C00110,04/03/2024,$191.19,3,WEB 
T003889,C00213,"April 8, 2024", 63.99 ,3,web
T006329,C00367,23/02/2024,123.16,3,web
T007904,C00432,2024-11-02T14:15:00Z, 208.55 ,  ,Mobile
T002642,C00299,"April 12, 2024",$113.49,5,in-store
T004657,C00644,2024-10-26T15:15:00Z,119.08,5,Mobile
T003804,C00028,2024-10-23,$158.66,2, mobile
T006683,C00323,"April 10, 2024",$227.85,N/A,In-Store
T007563,C00417,03/12/2024,143.78,5,Mobile
T001074,C00895,2024-09-15T15:46:00Z,$55.05,3,web
T007997,C00669,"January 10, 2024", 43.56 ,5, mobile
T006492, C00578 ,2024-03-17, 163.21 ,3,Mobile
T003943,C00405,02/08/2024,129.64,2, mobile
T000521,C00558,2024-12-08, 109.67 ,3,Web
T000048,C00837,2024-03-26, 77.87 ,5,Web
T003915,C00207,2024-12-22,$223.46,3,In-Store
T000166,C00291,2024-10-27, 270.56 ,4,In-Store
T004340,C00545,21/10/2024, 121.42 ,2, mobile
T004354,C00630,"January 11, 2024",$153.56,1,In-Store
T003716,C00160,25/07/2024,$34.32,1,web
T000292,C00470,20/08/2024, 124.59 ,4,WEB 
T006714,C00017,2024-08-28,$110.41,1,Mobile
T007366,C00756,02/06/2024,158.50,1, mobile
T002860,C00658,2024-10-11, 98.56 ,5,WEB 
T003197,C00879,2024-12-06,142.38,4,WEB 
T000276,C00635,2024-04-24T19:09:00Z,130.43,5,web
T007909,C00396,"January 23, 2024",$202.04,5,Web
T007850,C00441,2024-12-13T14:00:00Z, 166.25 ,1,In-Store
T005495,C00770,19/08/2024,190.91,3,In-Store
T001705,C00572,2024-03-23, 157.17 ,3,in-store
T005062,C00064,2024-07-07,$76.76,4,Mobile
T007344,C00706,2024-10-11T20:08:00Z,29.11,5,In-Store
T005256,C00891,"January 7, 2024", 253.76 ,4,In-Store
T007652,C00487,"January 21, 2024", 105.51 ,5,Mobile
T004356,C00061,2024-02-03T06:24:00Z,110.11,5, mobile
T007888,C00607,2024-05-14T05:16:00Z,115.38,5,WEB 
T006071,C00121,2024-11-28,$157.56,5,Web
T003039,C00533,2024-08-13T19:06:00Z, 165.06 ,3,In-Store
T002925,C00339,"February 21, 2024", 166.21 ,2,Web
T001810,C00113,28/10/2024,73.93,2,web
T000134,C00468,2024-02-10T18:08:00Z, 261.42 ,2,WEB 
T002091, C00281 ,02/07/2024,119.83,4,WEB 
T005343,C00278,2024-01-24, 91.66 ,2,Mobile
T002401,C00038,"April 9, 2024", 122.25 ,2,Web
T001166,C00898,2024-08-15T20:03:00Z, 247.98 ,3,web
T000634,C00167,2024-03-15,151.42,4,in-store
T004850,C00176,"September 24, 2024",207.81,2,WEB 
T001539,C00889,2024-12-26,162.28,1,web
T005342, C00465 ,"September 7, 2024",$271.81,2,web
T000596,C00010,08/09/2024,107.23,3,in-store
T002971,C00022,16/06/2024, 260.97 ,1,web
T000459,C00633,2024-11-03T12:58:00Z, 120.24 ,4,Web
T000904, C00056 ,"April 11, 2024",$152.78,4,Mobile
T007224,C00516,2024-05-07T22:11:00Z, 156.34 ,4,Mobile
T005644,C00235,03/01/2024, 15.45 ,4,In-Store
T001441,C00657,"January 5, 2024",$127.66,2, mobile
T004397,C00559,"August 23, 2024", 195.64 ,, mobile
T003952,C00123,"December 7, 2024",186.86,5, mobile
T004959,C00019,2024-03-07T22:27:00Z,175.06,,WEB 
T003297, C00094 ,"November 18, 2024", 136.18 ,2,in-store
T000453,C00752,"September 21, 2024", 108.37 ,4,Mobile
T001377,C00780,2024-04-09T08:56:00Z, 139.14 ,1,in-store
T005018,C00600,"July 22, 2024",134.99,1,WEB 
T004673,C00662,2024-09-13,$208.16,2,In-Store
T007035,C00891,2024-05-20T10:51:00Z,$149.29,4,In-Store
T006015,C00103,2024-01-28T05:56:00Z,$281.02,3,Mobile
T005739,C00747,"May 13, 2024", 240.88 ,2, mobile
T000434,C00742,2024-01-25T10:05:00Z,$1.00,4,In-Store
T003462, C00802 ,2024-07-02,$153.69,1, mobile
T007730,C00024,08/07/2024,$218.87,2,Mobile
T001232,C00630,2024-07-09,143.27,2,Mobile
T002624,C00817,2024-09-11T06:34:00Z,$163.54,5,Mobile
T001696,C00564,2024-04-12T17:57:00Z,$95.05,1, mobile
T007479, C00108 ,2024-06-22T04:34:00Z, 194.58 ,5,Web
T007817, C00144 ,"January 19, 2024",$164.70,1,WEB 
T000143,C00428,"June 12, 2024",$155.51,1,Web
T005006, C00854 ,2024-11-26T08:51:00Z, 159.91 ,3,web
T005332,C00882,2024-07-20T15:00:00Z, 38.30 ,4,in-store
T004361,C00546,2024-05-11,$69.77,1,Mobile
T006896,C00128,2024-02-12T07:31:00Z,$138.40,5,Web
T002566,C00621,"September 10, 2024", 66.95 ,1,in-store
T000493,C00789,2024-09-01T22:06:00Z,35.27,4,in-store
T006450,C00806,2024-05-23T18:00:00Z,$85.37,2,WEB 
T007985,C00128,"May 10, 2024",$84.73,4,Web
T003124,C00539,2024-08-28T04:58:00Z,$139.55,5,WEB 
T005150, C00296 ,"October 2, 2024", 125.11 ,4,in-store
T007159,C00807,2024-10-24, 148.19 ,1,Web
T006239,C00796,28/05/2024,73.85,3,in-store
T005624, C00024 ,06/08/2024,$1.00,2,Web
T001593,C00503,"January 22, 2024", 66.65 ,2,Web
T000413,C00576,"August 14, 2024",$170.39,5,Web
T005271,C00600,2024-05-27,95.25,1,WEB 
T003549,C00012,2024-03-11, 169.66 ,4,in-store
T001961,C00399,"April 23, 2024", 200.68 ,4,in-store
T001944,C00539,"November 8, 2024",174.28,1,In-Store
T006214,C00172,"March 15, 2024",44.41,1, mobile
T007971,C00620,2024-05-28T06:24:00Z,$108.55,1,In-Store
T003747,C00359,2024-02-10T05:36:00Z, 283.24 ,4, mobile
T007465,C00244,2024-06-14T03:25:00Z, 196.63 ,5,In-Store
T001792,C00497,2024-10-19,1.04,null,Mobile
T004622,C00762,08/01/2024,$152.43,5,Web
T005907,C00090,09/01/2024, 179.14 ,1,in-store
T007662,C00072,24/06/2024, 155.82 ,4,in-store
T007962,C00703,2024-06-25T18:07:00Z,123.27,1,web
T003578,C00187,2024-10-11,$198.74,5,Mobile
T001016,C00697,2024-08-20, 101.46 ,1,Mobile
T004690,C00329,2024-09-11T02:00:00Z,$157.24,5,WEB 
T005940,C00402,07/04/2024,210.79,3,Mobile
T007632,C00242,12/06/2024, 49.20 ,null,Mobile
T001035, C00789 ,12/01/2024,80.84,3,Web
T006319,C00300,"October 16, 2024",$142.65,1,web
T004316,C00836,2024-02-03T23:35:00Z,98.83,2,web
T002556,C00074,"July 5, 2024", 103.63 ,5,WEB 
T000462,C00819,2024-06-24,114.19,2,WEB 
T002408,C00830,10/10/2024,131.69,2,Web
T004632,C00443,18/03/2024,$85.16,4,web
T001590, C00281 ,2024-08-17, 129.87 ,5,Web
T000852,C00433,"September 6, 2024", 155.94 ,1, mobile
T004992,C00437,15/05/2024,$122.79,3,Web
T000082,C00722,2024-02-19,82.54,1,Web
T007413,C00870,2024-07-26T15:05:00Z,88.68,1,WEB 
T000425,C00490,2024-12-04,154.43,5,WEB 
T006002,C00450,04/03/2024,$15.46,3,in-store
T006812,C00194,2024-05-27,$117.86,1,in-store
T006237,C00206,2024-06-11,120.06,  ,Mobile
T000722,C00213,2024-02-01T16:37:00Z, 102.67 ,2,WEB 
T002597,C00749,03/10/2024, 193.17 ,4, mobile
T001529,C00147,"March 22, 2024",$122.89,1,in-store
T003386,C00814,03/11/2024, 26.46 ,5,web
T003700,C00390,02/08/2024,$143.69,1,web
T003800,C00307,"February 20, 2024", 95.79 ,4, mobile
T006676,C00537,15/08/2024,141.35,1,web
T005208, C00752 ,17/10/2024,125.92,4, mobile
T006378,C00523,2024-07-10T20:35:00Z,113.29,4,web
T004769,C00801,2024-12-14,166.14,2,web
T003579,C00651,"August 19, 2024",206.49,3,Web
T001713, C00515 ,23/10/2024,261.60,4,in-store
T005933,C00340,2024-02-24, 138.84 ,3,Web
T003059,C00700,2024-08-13T06:40:00Z,145.05,2,in-store
T002592,C00003,20/02/2024, 1.00 ,4, mobile
T006505,C00598,2024-10-20,132.64,1,web
T004330,C00682,23/01/2024,109.20,2,in-store
T006159,C00685,2024-10-21T02:20:00Z,77.86,1,in-store
T000201,C00463,2024-05-14T05:21:00Z, 110.07 ,5,In-Store
T001690,C00571,"July 19, 2024",$117.60,5,in-store
T007629,C00886,2024-10-19,$94.42,2,WEB 
T006220,C00553,"December 21, 2024",$177.95,5, mobile
T004494,C00100,2024-06-15T19:34:00Z, 170.93 ,4,Web
T005436,C00229,2024-11-21, 55.99 ,5, mobile
T001668,C00476,01/08/2024,$229.70,1,In-Store
T002365,C00130,09/03/2024,124.91,3,in-store
T001063,C00765,"September 21, 2024",$158.75,4,In-Store
T002007, C00021 ,2024-09-04T21:21:00Z,$198.94,4,in-store
T001144,C00533,2024-02-01,$240.53,4,Mobile
T000234,C00289,16/09/2024,116.09,4, mobile
T001544,C00324,2024-02-10T09:17:00Z,121.73,4,in-store
T004368,C00868,2024-02-01, 281.09 ,4,web
T002833,C00258,2024-01-27, 174.94 ,4,WEB 
T000439,C00765,"February 8, 2024",102.43,2,in-store
T004695,C00167,28/08/2024,$1.00,5,Mobile
T002263,C00457,2024-06-08T19:09:00Z,112.45,2,web
T007351,C00345,2024-08-25,$147.30,3, mobile
T003431,C00874,16/05/2024,$91.80,3,Mobile
T007556,C00697,"September 8, 2024",$140.41,4, mobile
T006287,C00570,2024-07-11T06:28:00Z, 20.45 ,5, mobile
T003262,C00460,"June 24, 2024", 226.47 ,2,Web
T004917,C00801,15/04/2024,205.21,5,Mobile
T007651, C00127 ,2024-07-08,164.25,4,WEB 
T002937,C00887,2024-02-20T00:06:00Z,$131.74,1, mobile
T005947,C00674,01/06/2024, 183.20 ,1,in-store
T006152,C00128,"May 23, 2024",150.01,1,WEB 
T001634,C00758,2024-11-19,$90.71,4,Web
T002743,C00705,"June 22, 2024",$96.32,3,Web
T000607,C00287,2024-02-24T09:42:00Z, 1.00 ,2,In-Store
T002683,C00511,2024-04-21, 28.02 ,3,In-Store
T004161,C00447,2024-11-14T22:55:00Z, 211.21 ,3,Mobile
T005251, C00439 ,"June 11, 2024",89.91,5,In-Store
T004705,C00170,2024-05-21T06:40:00Z,193.11,1,Web
T005963,C00274,"August 7, 2024",202.44,1, mobile
T007875, C00635 ,2024-01-14,$109.52,5,In-Store
T006654,C00692,"February 21, 2024",$24.78,2, mobile
T005236,C00017,"June 10, 2024",149.08,5,Mobile
T000761,C00007,"November 3, 2024",91.11,5,in-store
T003125,C00604,10/09/2024, 203.67 ,1,in-store
T003399,C00411,2024-06-24T06:49:00Z,$148.34,1, mobile
T004199,C00778,2024-04-06T01:34:00Z,39.79,1,In-Store
T007482,C00533,2024-01-23, 114.80 ,2,web
T004331,C00290,"September 25, 2024",$51.35,5,Mobile
T000374,C00824,2024-12-28,189.16,2,Web
T003512,C00631,05/10/2024, 182.54 ,5,In-Store
T007765, C00142 ,2024-03-01T06:29:00Z,$55.13,3,Web
T007844, C00319 ,2024-10-18T21:01:00Z, 119.98 ,3, mobile
T007866, C00654 ,"June 11, 2024",107.43,4,Web
T000591,C00617,22/12/2024, 131.74 ,3,web
T002126,C00286,"July 6, 2024", 23.12 ,2,in-store
T001258,C00328,05/06/2024, 117.48 ,5,WEB 
T000652,C00021,17/07/2024,$134.21,5,WEB 
T005671,C00259,2024-04-25,178.58,4,WEB 
T005193,C00372,2024-04-01T16:43:00Z, 90.72 ,1,in-store
T003656,C00566,2024-09-12T02:54:00Z,$128.88,1,WEB 
T005536,C00797,2024-03-03,104.12,1,in-store
T000827,C00546,07/03/2024,$65.74,1,web
T001176,C00721,2024-04-25,$122.35,2,in-store
T004880,C00768,25/08/2024,314.23,3,web
T001950,C00532,13/11/2024,$30.68,5,web
T001049,C00840,2024-12-22T18:53:00Z, 114.58 ,4,Web
T004350,C00082,2024-07-24,$125.79,5,In-Store
T004470, C00137 ,27/08/2024,117.51,5,Mobile
T002274,C00533,2024-03-07,129.35,4,web
T007283,C00032,"September 28, 2024", 148.78 ,1,In-Store
T004635,C00006,"July 21, 2024",$178.14,5,WEB 
T005171,C00491,2024-10-24,$127.03,2,Web
T001309,C00142,2024-02-10T14:35:00Z,102.25,1,WEB 
T001356,C00458,2024-04-24,25.96,1,In-Store
T005886,C00015,"January 2, 2024", 255.37 ,5,in-store
T000744,C00168,2024-08-19T21:57:00Z,79.00,5,Mobile
T002719,C00041,2024-10-18,85.29,1,Web
T001795,C00246,09/12/2024,28.54,1,In-Store
